,Rk,Player,Tm,Age,Pos,G,GS,Rec,Yds,Y/R,TD,Lng,Y/Tgt,R/G,Y/G,Fmb,Year,Tgt,Ctch%
1739,12,Demaryius Thomas,DEN,29,WR,16,16,90,1083,12.0,5,55,7.5,5.6,67.7,2,2016,144.0,62.5%
1740,12,Demaryius Thomas,DEN,30,WR,16,16,83,949,11.4,5,40,6.8,5.2,59.3,1,2017,140.0,59.3%
1741,56,Demaryius Thomas,2TM,31,,15,15,59,677,11.5,5,45,7.6,3.9,45.1,0,2018,89.0,66.3%
1742,17,Randall Cobb,GNB,22,WR,15,8,80,954,11.9,8,39,9.2,5.3,63.6,4,2012,104.0,76.9%
1743,10,Randall Cobb,GNB,24,WR,16,16,91,1287,14.1,12,70,10.1,5.7,80.4,3,2014,127.0,71.7%
1744,23,Randall Cobb,GNB,25,WR,16,15,79,829,10.5,6,53,6.4,4.9,51.8,1,2015,129.0,61.2%
1745,55,Randall Cobb,GNB,26,WR,13,10,60,610,10.2,4,47,7.3,4.6,46.9,1,2016,84.0,71.4%
1746,27,Randall Cobb,GNB,27,WR,15,14,66,653,9.9,4,46,7.1,4.4,43.5,1,2017,92.0,71.7%
1747,58,Randall Cobb,DAL,29,wr,15,6,55,828,15.1,3,59,10.0,3.7,55.2,2,2019,83.0,66.3%
1748,20,Brandon Myers,OAK,27,TE,16,16,79,806,10.2,4,29,7.7,4.9,50.4,0,2012,105.0,75.2%
1749,84,Brandon Myers,NYG,28,TE,16,14,47,522,11.1,4,27,6.9,2.9,32.6,0,2013,76.0,61.8%
1750,34,Justin Blackmon,JAX,22,WR,16,14,64,865,13.5,5,81,6.6,4.0,54.1,1,2012,132.0,48.5%
1751,39,Kendall Wright,TEN,23,wr,15,5,64,626,9.8,4,38,6.0,4.3,41.7,1,2012,104.0,61.5%
1752,7,Kendall Wright,TEN,24,WR,16,12,94,1079,11.5,2,45,7.8,5.9,67.4,2,2013,139.0,67.6%
1753,64,Kendall Wright,TEN,25,WR,14,11,57,715,12.5,6,48,7.7,4.1,51.1,1,2014,93.0,61.3%
1754,46,Kendall Wright,CHI,28,WR,16,4,59,614,10.4,1,22,6.7,3.7,38.4,0,2017,91.0,64.8%
1755,46,Dennis Pitta,BAL,27,te,16,5,61,669,11.0,7,61,7.1,3.8,41.8,0,2012,94.0,64.9%
1756,14,Dennis Pitta,BAL,31,TE,16,12,86,729,8.5,2,30,6.0,5.4,45.6,1,2016,121.0,71.1%
1757,53,Jeremy Kerley,NYJ,24,WR,16,7,56,827,14.8,2,66,8.7,3.5,51.7,4,2012,95.0,58.9%
1758,96,Jeremy Kerley,NYJ,25,WR,12,8,43,523,12.2,3,26,7.3,3.6,43.6,0,2013,72.0,59.7%
1759,49,Jeremy Kerley,SFO,28,WR,16,13,64,667,10.4,3,33,5.8,4.0,41.7,4,2016,115.0,55.7%
1760,54,Martellus Bennett,NYG,25,TE,16,16,55,626,11.4,5,33,7.0,3.4,39.1,0,2012,89.0,61.8%
1761,42,Martellus Bennett,CHI,26,TE,16,15,65,759,11.7,5,43,8.1,4.1,47.4,1,2013,94.0,69.1%
1762,11,Martellus Bennett,CHI,27,TE,16,15,90,916,10.2,6,37,7.2,5.6,57.3,0,2014,128.0,70.3%
1763,69,Martellus Bennett,NWE,29,TE,16,12,55,701,12.7,7,58,9.6,3.4,43.8,0,2016,73.0,75.3%
1764,56,Cecil Shorts,JAX,25,WR,14,9,55,979,17.8,7,80,9.3,3.9,69.9,1,2012,105.0,52.4%
1765,41,Cecil Shorts,JAX,26,WR,13,13,66,777,11.8,3,59,6.3,5.1,59.8,0,2013,123.0,53.7%
1766,69,Cecil Shorts,JAX,27,WR,13,12,53,557,10.5,1,53,5.1,4.1,42.8,1,2014,110.0,48.2%
1767,69,Andrew Hawkins,CIN,26,wr,14,2,51,533,10.5,4,59,6.7,3.6,38.1,1,2012,80.0,63.8%
1768,51,Andrew Hawkins,CLE,28,WR,15,15,63,824,13.1,2,65,7.4,4.2,54.9,0,2014,112.0,56.3%
1769,73,Josh Gordon,CLE,21,WR,16,13,50,805,16.1,5,71,8.4,3.1,50.3,1,2012,96.0,52.1%
1770,12,Josh Gordon,CLE,22,WR,14,14,87,1646,18.9,9,95,10.4,6.2,117.6,0,2013,159.0,54.7%
1771,92,Josh Gordon,2TM,27,,12,12,41,737,18.0,4,55,10.4,3.4,61.4,0,2018,71.0,57.7%
1772,74,T.Y. Hilton,IND,23,wr,15,1,50,861,17.2,7,61,9.6,3.3,57.4,1,2012,90.0,55.6%
1773,20,T.Y. Hilton,IND,24,WR,16,10,82,1083,13.2,5,73,7.8,5.1,67.7,1,2013,139.0,59.0%
1774,22,T.Y. Hilton,IND,25,WR,15,15,82,1345,16.4,7,73,10.3,5.5,89.7,3,2014,131.0,62.6%
1775,38,T.Y. Hilton,IND,26,WR,16,15,69,1124,16.3,5,87,8.4,4.3,70.3,1,2015,134.0,51.5%
1776,10,T.Y. Hilton,IND,27,WR,16,16,91,1448,15.9,6,63,9.3,5.7,90.5,0,2016,155.0,58.7%
1777,53,T.Y. Hilton,IND,28,WR,16,16,57,966,16.9,4,80,8.9,3.6,60.4,2,2017,109.0,52.3%
1778,25,T.Y. Hilton,IND,29,WR,14,14,76,1270,16.7,6,68,10.6,5.4,90.7,0,2018,120.0,63.3%
1779,82,T.Y. Hilton,IND,30,WR,10,10,45,501,11.1,5,35,7.4,4.5,50.1,0,2019,68.0,66.2%
1780,58,T.Y. Hilton,IND,31,WR,15,15,56,762,13.6,5,50,8.2,3.7,50.8,0,2020,93.0,60.2%
1781,85,Dwayne Allen,IND,22,TE,16,16,45,521,11.6,3,40,7.9,2.8,32.6,1,2012,66.0,68.2%
1782,87,Michael Floyd,ARI,23,,16,3,45,562,12.5,2,53,6.5,2.8,35.1,1,2012,86.0,52.3%
1783,43,Michael Floyd,ARI,24,WR,16,16,65,1041,16.0,5,91,9.2,4.1,65.1,0,2013,113.0,57.5%
1784,88,Michael Floyd,ARI,25,WR,16,14,47,841,17.9,6,63,8.5,2.9,52.6,3,2014,99.0,47.5%
1785,65,Michael Floyd,ARI,26,wr,15,6,52,849,16.3,6,60,9.5,3.5,56.6,0,2015,89.0,58.4%
1786,91,Golden Tate,SEA,24,WR,15,15,45,688,15.3,7,51,10.1,3.0,45.9,1,2012,68.0,66.2%
1787,47,Golden Tate,SEA,25,WR,16,13,64,898,14.0,5,80,9.1,4.0,56.1,3,2013,99.0,64.6%
1788,6,Golden Tate,DET,26,WR,16,16,99,1331,13.4,4,73,9.2,6.2,83.2,1,2014,144.0,68.8%
1789,10,Golden Tate,DET,27,WR,16,16,90,813,9.0,6,43,6.4,5.6,50.8,1,2015,128.0,70.3%
1790,11,Golden Tate,DET,28,WR,16,16,91,1077,11.8,4,67,8.0,5.7,67.3,2,2016,135.0,67.4%
1791,7,Golden Tate,DET,29,WR,16,12,92,1003,10.9,5,71,8.4,5.8,62.7,1,2017,120.0,76.7%
1792,29,Golden Tate,2TM,30,,15,7,74,795,10.7,4,67,7.0,4.9,53.0,3,2018,113.0,65.5%
1793,76,Golden Tate,NYG,31,WR,11,10,49,676,13.8,6,64,8.0,4.5,61.5,1,2019,85.0,57.6%
1794,96,Emmanuel Sanders,PIT,25,wr,16,7,44,626,14.2,1,37,8.3,2.8,39.1,3,2012,75.0,58.7%
1795,40,Emmanuel Sanders,PIT,26,WR,16,10,67,740,11.0,6,55,6.5,4.2,46.3,1,2013,113.0,59.3%
1796,5,Emmanuel Sanders,DEN,27,WR,16,16,101,1404,13.9,9,48,10.0,6.3,87.8,1,2014,141.0,71.6%
1797,27,Emmanuel Sanders,DEN,28,WR,15,15,76,1135,14.9,6,75,8.3,5.1,75.7,2,2015,136.0,55.9%
1798,23,Emmanuel Sanders,DEN,29,WR,16,16,79,1032,13.1,5,64,7.5,4.9,64.5,1,2016,137.0,57.7%
1799,82,Emmanuel Sanders,DEN,30,WR,12,11,47,555,11.8,2,38,6.0,3.9,46.3,0,2017,92.0,51.1%
1800,32,Emmanuel Sanders,DEN,31,WR,12,12,71,868,12.2,4,64,8.9,5.9,72.3,1,2018,98.0,72.4%
1801,40,Emmanuel Sanders,2TM,32,,17,16,66,869,13.2,5,75,9.0,3.9,51.1,0,2019,97.0,68.0%
1802,47,Emmanuel Sanders,NOR,33,WR,14,5,61,726,11.9,5,51,8.9,4.4,51.9,1,2020,82.0,74.4%
1803,103,Emmanuel Sanders,BUF,34,WR,14,13,42,626,14.9,4,41,8.7,3.0,44.7,0,2021,72.0,58.3%
1804,97,Scott Chandler,BUF,27,TE,15,13,43,571,13.3,6,43,7.7,2.9,38.1,2,2012,74.0,58.1%
1805,63,Scott Chandler,BUF,28,TE,16,7,53,655,12.4,2,33,8.1,3.3,40.9,1,2013,81.0,65.4%
1806,99,Chris Givens,STL,23,WR,15,12,42,698,16.6,3,65,8.7,2.8,46.5,0,2012,80.0,52.5%
1807,132,Chris Givens,STL,24,WR,16,13,34,569,16.7,0,47,6.9,2.1,35.6,1,2013,83.0,41.0%
1808,100,Lance Kendricks,STL,24,TE,16,14,42,519,12.4,4,80,8.1,2.6,32.4,1,2012,64.0,65.6%
1809,117,Rod Streater,OAK,24,,16,2,39,584,15.0,3,64,7.9,2.4,36.5,1,2012,74.0,52.7%
1810,50,Rod Streater,OAK,25,WR,16,14,60,888,14.8,4,66,8.9,3.8,55.5,1,2013,100.0,60.0%
1811,120,Leonard Hankerson,WAS,24,wr,16,5,38,543,14.3,3,68,9.5,2.4,33.9,0,2012,57.0,66.7%
1812,123,Danario Alexander,SDG,26,wr,10,6,37,658,17.8,7,80,10.6,3.7,65.8,0,2012,62.0,59.7%
1813,4,Julian Edelman,NWE,27,WR,16,11,105,1056,10.1,6,44,7.0,6.6,66.0,6,2013,151.0,69.5%
1814,8,Julian Edelman,NWE,28,WR,14,13,92,972,10.6,4,69,7.3,6.6,69.4,3,2014,134.0,68.7%
1815,47,Julian Edelman,NWE,29,WR,9,9,61,692,11.3,7,59,7.9,6.8,76.9,1,2015,88.0,69.3%
1816,4,Julian Edelman,NWE,30,WR,16,13,98,1106,11.3,3,77,7.0,6.1,69.1,3,2016,159.0,61.6%
1817,28,Julian Edelman,NWE,32,WR,12,12,74,850,11.5,6,36,7.9,6.2,70.8,1,2018,108.0,68.5%
1818,5,Julian Edelman,NWE,33,WR,16,13,100,1117,11.2,6,44,7.3,6.3,69.8,3,2019,153.0,65.4%
1819,10,Alshon Jeffery,CHI,23,WR,16,14,89,1421,16.0,7,80,9.6,5.6,88.8,3,2013,148.0,60.1%
1820,14,Alshon Jeffery,CHI,24,WR,16,16,85,1133,13.3,10,74,7.8,5.3,70.8,1,2014,145.0,58.6%
1821,59,Alshon Jeffery,CHI,25,WR,9,8,54,807,14.9,4,50,8.6,6.0,89.7,1,2015,94.0,57.4%
1822,80,Alshon Jeffery,CHI,26,WR,12,12,52,821,15.8,2,54,8.7,4.3,68.4,0,2016,94.0,55.3%
1823,54,Alshon Jeffery,PHI,27,WR,16,16,57,789,13.8,9,53,6.6,3.6,49.3,0,2017,120.0,47.5%
1824,44,Alshon Jeffery,PHI,28,WR,13,13,65,843,13.0,6,52,9.2,5.0,64.8,1,2018,92.0,70.7%
1825,15,Harry Douglas,ATL,29,WR,16,11,85,1067,12.6,2,80,8.1,5.3,66.7,3,2013,132.0,64.4%
1826,74,Harry Douglas,ATL,30,wr,12,6,51,556,10.9,2,41,7.5,4.3,46.3,0,2014,74.0,68.9%
1827,22,Jordan Cameron,CLE,25,TE,15,14,80,917,11.5,7,53,7.8,5.3,61.1,1,2013,118.0,67.8%
1828,35,Keenan Allen,SDG,21,WR,15,14,71,1046,14.7,8,43,10.0,4.7,69.7,2,2013,105.0,67.6%
1829,25,Keenan Allen,SDG,22,WR,14,14,77,783,10.2,4,35,6.5,5.5,55.9,2,2014,121.0,63.6%
1830,41,Keenan Allen,SDG,23,WR,8,8,67,725,10.8,4,38,8.1,8.4,90.6,1,2015,89.0,75.3%
1831,4,Keenan Allen,LAC,25,WR,16,15,102,1393,13.7,6,51,8.8,6.4,87.1,1,2017,159.0,64.2%
1832,12,Keenan Allen,LAC,26,WR,16,14,97,1196,12.3,6,54,8.8,6.1,74.8,3,2018,136.0,71.3%
1833,3,Keenan Allen,LAC,27,WR,16,16,104,1199,11.5,6,45,8.0,6.5,74.9,0,2019,149.0,69.8%
1834,7,Keenan Allen,LAC,28,WR,14,13,100,992,9.9,8,28,6.7,7.1,70.9,3,2020,147.0,68.0%
1835,7,Keenan Allen,LAC,29,WR,16,16,106,1138,10.7,6,42,7.2,6.6,71.1,1,2021,157.0,67.5%
1836,38,Charles Clay,MIA,24,TE,16,15,69,759,11.0,6,67,7.4,4.3,47.4,0,2013,102.0,67.6%
1837,60,Charles Clay,MIA,25,TE,14,14,58,605,10.4,3,41,7.2,4.1,43.2,0,2014,84.0,69.0%
1838,67,Charles Clay,BUF,26,TE,13,13,51,528,10.4,3,40,6.9,3.9,40.6,1,2015,77.0,66.2%
1839,65,Charles Clay,BUF,27,TE,15,15,57,552,9.7,4,40,6.3,3.8,36.8,0,2016,87.0,65.5%
1840,77,Charles Clay,BUF,28,TE,13,13,49,558,11.4,2,44,7.5,3.8,42.9,1,2017,74.0,66.2%
1841,45,Julius Thomas,DEN,25,TE,14,14,65,788,12.1,12,74,8.8,4.6,56.3,0,2013,90.0,72.2%
1842,51,Delanie Walker,TEN,29,TE,15,11,60,571,9.5,6,33,6.6,4.0,38.1,1,2013,86.0,69.8%
1843,53,Delanie Walker,TEN,30,TE,15,14,63,890,14.1,4,68,8.4,4.2,59.3,2,2014,106.0,59.4%
1844,9,Delanie Walker,TEN,31,TE,15,10,94,1088,11.6,6,61,8.2,6.3,72.5,0,2015,133.0,70.7%
1845,48,Delanie Walker,TEN,32,TE,15,9,65,800,12.3,7,47,7.8,4.3,53.3,1,2016,102.0,63.7%
1846,22,Delanie Walker,TEN,33,TE,16,11,74,807,10.9,3,42,7.3,4.6,50.4,2,2017,111.0,66.7%
1847,61,Tim Wright,TAM,23,TE,16,8,54,571,10.6,5,36,7.5,3.4,35.7,0,2013,76.0,71.1%
1848,67,Coby Fleener,IND,25,TE,16,12,52,608,11.7,4,44,7.0,3.3,38.0,1,2013,87.0,59.8%
1849,75,Coby Fleener,IND,26,TE,16,12,51,774,15.2,8,73,8.4,3.2,48.4,0,2014,92.0,55.4%
1850,85,Coby Fleener,NOR,28,te,16,8,50,631,12.6,3,50,7.8,3.1,39.4,2,2016,81.0,61.7%
1851,68,DeAndre Hopkins,HOU,21,WR,16,16,52,802,15.4,2,66,8.8,3.3,50.1,1,2013,91.0,57.1%
1852,26,DeAndre Hopkins,HOU,22,WR,16,16,76,1210,15.9,6,76,9.5,4.8,75.6,2,2014,127.0,59.8%
1853,3,DeAndre Hopkins,HOU,23,WR,16,16,111,1521,13.7,11,61,7.9,6.9,95.1,1,2015,192.0,57.8%
1854,26,DeAndre Hopkins,HOU,24,WR,16,16,78,954,12.2,4,51,6.3,4.9,59.6,0,2016,151.0,51.7%
1855,6,DeAndre Hopkins,HOU,25,WR,15,15,96,1378,14.4,13,72,7.9,6.4,91.9,1,2017,174.0,55.2%
1856,3,DeAndre Hopkins,HOU,26,WR,16,16,115,1572,13.7,11,49,9.6,7.2,98.3,2,2018,163.0,70.6%
1857,4,DeAndre Hopkins,HOU,27,WR,15,15,104,1165,11.2,7,43,7.8,6.9,77.7,0,2019,150.0,69.3%
1858,3,DeAndre Hopkins,ARI,28,WR,16,16,115,1407,12.2,6,60,8.8,7.2,87.9,3,2020,160.0,71.9%
1859,99,DeAndre Hopkins,ARI,29,wr,10,10,42,572,13.6,8,55,8.9,4.2,57.2,0,2021,64.0,65.6%
1860,73,Marvin Jones,CIN,23,wr,16,3,51,712,14.0,10,45,8.9,3.2,44.5,0,2013,80.0,63.8%
1861,44,Marvin Jones,CIN,25,WR,16,13,65,816,12.6,4,47,7.9,4.1,51.0,0,2015,103.0,63.1%
1862,71,Marvin Jones,DET,26,WR,15,15,55,930,16.9,4,73,9.0,3.7,62.0,0,2016,103.0,53.4%
1863,41,Marvin Jones,DET,27,WR,16,16,61,1101,18.0,9,58,10.3,3.8,68.8,0,2017,107.0,57.0%
1864,118,Marvin Jones,DET,28,WR,9,9,35,508,14.5,5,39,8.2,3.9,56.4,0,2018,62.0,56.5%
1865,48,Marvin Jones,DET,29,WR,13,11,62,779,12.6,9,47,8.6,4.8,59.9,0,2019,91.0,68.1%
1866,26,Marvin Jones,DET,30,WR,16,16,76,978,12.9,9,43,8.5,4.8,61.1,0,2020,115.0,66.1%
1867,34,Marvin Jones,JAX,31,WR,17,16,73,832,11.4,4,33,6.9,4.3,48.9,0,2021,120.0,60.8%
1868,76,Jarrett Boykin,GNB,24,WR,16,8,49,681,13.9,3,52,8.2,3.1,42.6,0,2013,83.0,59.0%
1869,77,Marlon Brown,BAL,22,WR,14,12,49,524,10.7,7,59,6.4,3.5,37.4,0,2013,82.0,59.8%
1870,78,Garrett Graham,HOU,27,TE,13,11,49,545,11.1,5,42,6.1,3.8,41.9,2,2013,89.0,55.1%
1871,82,Riley Cooper,PHI,26,WR,16,15,47,835,17.8,8,63,9.9,2.9,52.2,0,2013,84.0,56.0%
1872,67,Riley Cooper,PHI,27,WR,16,16,55,577,10.5,3,50,6.1,3.4,36.1,1,2014,95.0,57.9%
1873,94,Terrance Williams,DAL,24,wr,16,8,44,736,16.7,5,82,9.9,2.8,46.0,2,2013,74.0,59.5%
1874,121,Terrance Williams,DAL,25,WR,16,16,37,621,16.8,8,51,9.4,2.3,38.8,0,2014,66.0,56.1%
1875,66,Terrance Williams,DAL,26,WR,16,13,52,840,16.2,3,42,9.0,3.3,52.5,0,2015,93.0,55.9%
1876,101,Terrance Williams,DAL,27,WR,16,15,44,594,13.5,4,47,9.7,2.8,37.1,1,2016,61.0,72.1%
1877,70,Terrance Williams,DAL,28,WR,16,14,53,568,10.7,0,56,7.3,3.3,35.5,0,2017,78.0,67.9%
1878,106,Rueben Randle,NYG,22,,16,3,41,611,14.9,6,37,7.8,2.6,38.2,3,2013,78.0,52.6%
1879,32,Rueben Randle,NYG,23,WR,16,13,71,938,13.2,3,49,7.4,4.4,58.6,0,2014,127.0,55.9%
1880,55,Rueben Randle,NYG,24,WR,16,16,57,797,14.0,8,72,8.9,3.6,49.8,0,2015,90.0,63.3%
1881,109,Robert Woods,BUF,21,WR,14,14,40,587,14.7,3,57,6.9,2.9,41.9,0,2013,85.0,47.1%
1882,46,Robert Woods,BUF,22,WR,16,15,65,699,10.8,5,37,6.7,4.1,43.7,1,2014,104.0,62.5%
1883,82,Robert Woods,BUF,23,WR,14,9,47,552,11.7,3,37,6.9,3.4,39.4,2,2015,80.0,58.8%
1884,83,Robert Woods,BUF,24,WR,13,10,51,613,12.0,1,34,8.1,3.9,47.2,0,2016,76.0,67.1%
1885,60,Robert Woods,LAR,25,WR,12,11,56,781,13.9,5,94,9.2,4.7,65.1,1,2017,85.0,65.9%
1886,18,Robert Woods,LAR,26,WR,16,16,86,1219,14.2,6,39,9.4,5.4,76.2,0,2018,130.0,66.2%
1887,13,Robert Woods,LAR,27,WR,15,15,90,1134,12.6,2,48,8.2,6.0,75.6,0,2019,139.0,64.7%
1888,14,Robert Woods,LAR,28,WR,16,16,90,936,10.4,6,56,7.3,5.6,58.5,2,2020,129.0,69.8%
1889,89,Robert Woods,LAR,29,wr,9,9,45,556,12.4,4,28,8.1,5.0,61.8,0,2021,69.0,65.2%
1890,121,Aaron Dobson,NWE,22,WR,12,9,37,519,14.0,4,81,7.2,3.1,43.3,1,2013,72.0,51.4%
1891,144,Kenny Stills,NOR,21,WR,16,10,32,641,20.0,5,76,12.8,2.0,40.1,0,2013,50.0,64.0%
1892,52,Kenny Stills,NOR,22,wr,15,7,63,931,14.8,3,69,11.2,4.2,62.1,1,2014,83.0,75.9%
1893,105,Kenny Stills,MIA,24,WR,16,16,42,726,17.3,9,74,9.0,2.6,45.4,0,2016,81.0,51.9%
1894,51,Kenny Stills,MIA,25,WR,16,16,58,847,14.6,6,61,8.1,3.6,52.9,4,2017,105.0,55.2%
1895,110,Kenny Stills,MIA,26,WR,15,15,37,553,14.9,6,75,8.6,2.5,36.9,1,2018,64.0,57.8%
1896,103,Kenny Stills,HOU,27,wr,13,5,40,561,14.0,4,45,10.2,3.1,43.2,0,2019,55.0,72.7%
1897,9,Odell Beckham Jr.,NYG,22,WR,12,11,91,1305,14.3,12,80,10.0,7.6,108.8,1,2014,130.0,70.0%
1898,8,Odell Beckham Jr.,NYG,23,WR,15,15,96,1450,15.1,13,87,9.2,6.4,96.7,2,2015,158.0,60.8%
1899,3,Odell Beckham Jr.,NYG,24,WR,16,16,101,1367,13.5,10,75,8.1,6.3,85.4,3,2016,169.0,59.8%
1900,22,Odell Beckham Jr.,NYG,26,WR,12,12,77,1052,13.7,6,51,8.5,6.4,87.7,2,2018,124.0,62.1%
1901,28,Odell Beckham Jr.,CLE,27,WR,16,15,74,1035,14.0,4,89,7.8,4.6,64.7,1,2019,133.0,55.6%
1902,90,Odell Beckham Jr.,2TM,29,,14,13,44,537,12.2,5,54,6.5,3.1,38.4,0,2021,82.0,53.7%
1903,17,Jarvis Landry,MIA,22,WR,16,11,84,758,9.0,5,25,6.8,5.3,47.4,7,2014,112.0,75.0%
1904,4,Jarvis Landry,MIA,23,WR,16,14,110,1157,10.5,4,50,7.0,6.9,72.3,1,2015,166.0,66.3%
1905,8,Jarvis Landry,MIA,24,WR,16,16,94,1136,12.1,4,71,8.7,5.9,71.0,2,2016,131.0,71.8%
1906,1,Jarvis Landry,MIA,25,WR,16,16,112,987,8.8,9,49,6.1,7.0,61.7,4,2017,161.0,69.6%
1907,20,Jarvis Landry,CLE,26,WR,16,14,81,976,12.0,4,51,6.6,5.1,61.0,1,2018,149.0,54.4%
1908,19,Jarvis Landry,CLE,27,WR,16,16,83,1174,14.1,6,65,8.5,5.2,73.4,0,2019,138.0,60.1%
1909,30,Jarvis Landry,CLE,28,WR,15,14,72,840,11.7,3,32,8.3,4.8,56.0,2,2020,101.0,71.3%
1910,68,Jarvis Landry,CLE,29,,12,12,52,570,11.0,2,38,6.6,4.3,47.5,3,2021,87.0,59.8%
1911,29,Kelvin Benjamin,CAR,23,WR,16,15,73,1008,13.8,9,51,7.0,4.6,63.0,1,2014,145.0,50.3%
1912,51,Kelvin Benjamin,CAR,25,WR,16,13,63,941,14.9,7,50,8.0,3.9,58.8,1,2016,118.0,53.4%
1913,79,Kelvin Benjamin,2TM,26,,14,14,48,692,14.4,3,43,8.9,3.4,49.4,0,2017,78.0,61.5%
1914,37,Mike Evans,TAM,21,WR,15,15,68,1051,15.5,12,56,8.6,4.5,70.1,0,2014,122.0,55.7%
1915,30,Mike Evans,TAM,22,WR,15,14,74,1206,16.3,3,68,8.1,4.9,80.4,1,2015,148.0,50.0%
1916,6,Mike Evans,TAM,23,WR,16,16,96,1321,13.8,12,45,7.6,6.0,82.6,0,2016,173.0,55.5%
1917,23,Mike Evans,TAM,24,WR,15,15,71,1001,14.1,5,42,7.4,4.7,66.7,1,2017,136.0,52.2%
1918,17,Mike Evans,TAM,25,WR,16,16,86,1524,17.7,8,72,11.0,5.4,95.3,2,2018,138.0,62.3%
1919,37,Mike Evans,TAM,26,WR,13,13,67,1157,17.3,8,67,9.8,5.2,89.0,0,2019,118.0,56.8%
1920,33,Mike Evans,TAM,27,WR,16,16,70,1006,14.4,13,50,9.2,4.4,62.9,0,2020,109.0,64.2%
1921,30,Mike Evans,TAM,28,WR,16,16,74,1035,14.0,14,46,9.1,4.6,64.7,0,2021,114.0,64.9%
1922,39,Travis Kelce,KAN,25,TE,16,11,67,862,12.9,5,34,9.9,4.2,53.9,4,2014,87.0,77.0%
1923,36,Travis Kelce,KAN,26,TE,16,16,72,875,12.2,5,42,8.5,4.5,54.7,2,2015,103.0,69.9%
1924,15,Travis Kelce,KAN,27,TE,16,15,85,1125,13.2,4,80,9.6,5.3,70.3,0,2016,117.0,72.6%
1925,11,Travis Kelce,KAN,28,TE,15,15,83,1038,12.5,8,44,8.5,5.5,69.2,0,2017,122.0,68.0%
1926,10,Travis Kelce,KAN,29,TE,16,16,103,1336,13.0,10,43,8.9,6.4,83.5,2,2018,150.0,68.7%
1927,8,Travis Kelce,KAN,30,TE,16,16,97,1229,12.7,5,47,9.0,6.1,76.8,1,2019,136.0,71.3%
1928,5,Travis Kelce,KAN,31,TE,15,15,105,1416,13.5,11,45,9.8,7.0,94.4,1,2020,145.0,72.4%
1929,13,Travis Kelce,KAN,32,TE,16,16,92,1125,12.2,9,69,8.4,5.8,70.3,1,2021,134.0,68.7%
1930,40,Jordan Matthews,PHI,22,WR,16,10,67,872,13.0,8,44,8.5,4.2,54.5,0,2014,103.0,65.0%
1931,16,Jordan Matthews,PHI,23,WR,16,12,85,997,11.7,8,78,7.9,5.3,62.3,2,2015,126.0,67.5%
1932,31,Jordan Matthews,PHI,24,WR,14,13,73,804,11.0,3,54,6.9,5.2,57.4,1,2016,117.0,62.4%
1933,45,Sammy Watkins,BUF,21,WR,16,16,65,982,15.1,6,84,7.7,4.1,61.4,1,2014,128.0,50.8%
1934,50,Sammy Watkins,BUF,22,WR,13,13,60,1047,17.5,9,63,10.9,4.6,80.5,0,2015,96.0,62.5%
1935,106,Sammy Watkins,LAR,24,WR,15,14,39,593,15.2,8,67,8.5,2.6,39.5,0,2017,70.0,55.7%
1936,98,Sammy Watkins,KAN,25,WR,10,9,40,519,13.0,3,50,9.4,4.0,51.9,1,2018,55.0,72.7%
1937,68,Sammy Watkins,KAN,26,WR,14,13,52,673,12.9,3,68,7.5,3.7,48.1,2,2019,90.0,57.8%
1938,49,Larry Donnell,NYG,26,TE,16,12,63,623,9.9,6,32,6.8,3.9,38.9,4,2014,92.0,68.5%
1939,61,Zach Ertz,PHI,24,te,16,5,58,702,12.1,3,35,7.9,3.6,43.9,1,2014,89.0,65.2%
1940,29,Zach Ertz,PHI,25,te,15,7,75,853,11.4,2,60,7.6,5.0,56.9,1,2015,112.0,67.0%
1941,25,Zach Ertz,PHI,26,TE,14,12,78,816,10.5,4,30,7.7,5.6,58.3,0,2016,106.0,73.6%
1942,20,Zach Ertz,PHI,27,TE,14,13,74,824,11.1,8,53,7.5,5.3,58.9,1,2017,110.0,67.3%
1943,2,Zach Ertz,PHI,28,TE,16,16,116,1163,10.0,8,34,7.5,7.3,72.7,1,2018,156.0,74.4%
1944,14,Zach Ertz,PHI,29,TE,15,15,88,916,10.4,6,30,6.8,5.9,61.1,1,2019,135.0,65.2%
1945,29,Zach Ertz,2TM,31,,17,14,74,763,10.3,5,47,6.8,4.4,44.9,0,2021,112.0,66.1%
1946,62,Mychal Rivera,OAK,24,TE,16,10,58,534,9.2,4,33,5.4,3.6,33.4,3,2014,99.0,58.6%
1947,66,Mohamed Sanu,CIN,25,WR,16,13,56,790,14.1,5,76,8.1,3.5,49.4,0,2014,98.0,57.1%
1948,59,Mohamed Sanu,ATL,27,WR,15,15,59,653,11.1,4,59,8.1,3.9,43.5,1,2016,81.0,72.8%
1949,26,Mohamed Sanu,ATL,28,WR,15,15,67,703,10.5,5,25,7.3,4.5,46.9,0,2017,96.0,69.8%
1950,39,Mohamed Sanu,ATL,29,WR,16,16,66,838,12.7,4,44,8.9,4.1,52.4,2,2018,94.0,70.2%
1951,51,Mohamed Sanu,2TM,30,,15,12,59,520,8.8,2,28,5.8,3.9,34.7,0,2019,89.0,66.3%
1952,68,Brandin Cooks,NOR,21,WR,10,7,53,550,10.4,3,50,8.0,5.3,55.0,1,2014,69.0,76.8%
