,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,Fmb,Year
1456,3,David Johnson,ARI,25,RB,16,16,293,1239,16,58,4.2,77.4,5,2016
1457,3,David Johnson,ARI,27,RB,16,16,258,940,7,53,3.6,58.8,3,2018
1458,26,David Johnson,HOU,29,RB,12,12,147,691,6,48,4.7,57.6,2,2020
1459,43,Charles Sims,TAM,25,,16,0,107,529,0,59,4.9,33.1,2,2015
1460,51,Karlos Williams,BUF,22,,11,3,93,517,7,41,5.6,47.0,2,2015
1461,1,Ezekiel Elliott,DAL,21,RB,15,15,322,1631,15,60,5.1,108.7,5,2016
1462,10,Ezekiel Elliott,DAL,22,RB,10,10,242,983,7,30,4.1,98.3,1,2017
1463,1,Ezekiel Elliott,DAL,23,RB,15,15,304,1434,6,41,4.7,95.6,6,2018
1464,2,Ezekiel Elliott,DAL,24,RB,16,16,301,1357,12,33,4.5,84.8,3,2019
1465,5,Ezekiel Elliott,DAL,25,RB,15,15,244,979,6,31,4.0,65.3,6,2020
1466,7,Ezekiel Elliott,DAL,26,RB,17,17,237,1002,10,47,4.2,58.9,1,2021
1467,9,Jay Ajayi,MIA,23,RB,15,12,260,1272,8,62,4.9,84.8,4,2016
1468,16,Jay Ajayi,2TM,24,,14,8,208,873,1,71,4.2,62.4,3,2017
1469,11,Jordan Howard,CHI,22,RB,15,13,252,1313,6,69,5.2,87.5,2,2016
1470,5,Jordan Howard,CHI,23,RB,16,16,276,1122,9,53,4.1,70.1,1,2017
1471,6,Jordan Howard,CHI,24,RB,16,15,250,935,9,42,3.7,58.4,2,2018
1472,38,Jordan Howard,PHI,25,/rb,10,4,119,525,6,20,4.4,52.5,0,2019
1473,17,Carlos Hyde,SFO,26,RB,13,13,217,988,6,47,4.6,76.0,5,2016
1474,11,Carlos Hyde,SFO,27,RB,16,16,240,938,8,61,3.9,58.6,2,2017
1475,21,Carlos Hyde,2TM,28,,14,7,172,571,5,22,3.3,40.8,2,2018
1476,12,Carlos Hyde,HOU,29,RB,16,14,245,1070,6,58,4.4,66.9,4,2019
1477,18,Spencer Ware,KAN,25,RB,14,14,214,921,3,46,4.3,65.8,4,2016
1478,24,Devontae Booker,DEN,24,rb,16,6,174,612,4,18,3.5,38.3,4,2016
1479,33,Devontae Booker,NYG,29,rb,16,4,145,593,2,31,4.1,37.1,0,2021
1480,25,Robert Kelley,WAS,24,RB,15,9,168,704,6,66,4.2,46.9,0,2016
1481,28,Christine Michael,2TM,26,,15,7,148,583,7,42,3.9,38.9,2,2016
1482,33,Jacquizz Rodgers,TAM,26,rb,10,5,129,560,2,45,4.3,56.0,0,2016
1483,35,Tevin Coleman,ATL,23,,13,0,118,520,8,55,4.4,40.0,1,2016
1484,30,Tevin Coleman,ATL,24,rb,15,3,156,628,5,52,4.0,41.9,1,2017
1485,23,Tevin Coleman,ATL,25,RB,16,14,167,800,4,65,4.8,50.0,2,2018
1486,32,Tevin Coleman,SFO,26,RB,14,11,137,544,6,48,4.0,38.9,0,2019
1487,41,Mike Gillislee,BUF,26,,15,1,101,577,8,44,5.7,38.5,1,2016
1488,6,Kareem Hunt,KAN,22,RB,16,16,272,1327,8,69,4.9,82.9,1,2017
1489,19,Kareem Hunt,KAN,23,RB,11,11,181,824,7,45,4.6,74.9,0,2018
1490,11,Kareem Hunt,CLE,25,rb,16,5,198,841,6,33,4.2,52.6,2,2020
1491,7,Leonard Fournette,JAX,22,RB,13,13,268,1040,9,90,3.9,80.0,2,2017
1492,7,Leonard Fournette,JAX,24,RB,15,15,265,1152,3,81,4.3,76.8,1,2019
1493,21,Leonard Fournette,TAM,26,RB,14,13,180,812,8,47,4.5,58.0,1,2021
1494,15,Alex Collins,BAL,23,RB,15,12,212,973,6,50,4.6,64.9,4,2017
1495,22,Dion Lewis,NWE,27,RB,16,8,180,896,6,44,5.0,56.0,0,2017
1496,26,Dion Lewis,TEN,28,rb,16,7,155,517,1,36,3.3,32.3,1,2018
1497,23,Joe Mixon,CIN,21,rb,14,7,178,626,4,25,3.5,44.7,3,2017
1498,8,Joe Mixon,CIN,22,B,14,13,237,1168,8,51,4.9,83.4,0,2018
1499,6,Joe Mixon,CIN,23,RB,16,15,278,1137,5,41,4.1,71.1,0,2019
1500,3,Joe Mixon,CIN,25,RB,16,16,292,1205,13,32,4.1,75.3,2,2021
1501,25,Derrick Henry,TEN,23,rb,16,2,176,744,5,75,4.2,46.5,1,2017
1502,12,Derrick Henry,TEN,24,RB,16,12,215,1059,12,99,4.9,66.2,1,2018
1503,10,Derrick Henry,TEN,27,rb,8,8,219,937,10,76,4.3,117.1,1,2021
1504,26,Samaje Perine,WAS,22,RB,16,8,175,603,1,30,3.4,37.7,2,2017
1505,28,Orleans Darkwa,NYG,25,RB,15,11,171,751,5,75,4.4,50.1,1,2017
1506,33,Jamaal Williams,GNB,22,RB,16,7,153,556,4,25,3.6,34.8,0,2017
1507,40,Jamaal Williams,GNB,25,,14,3,119,505,2,25,4.2,36.1,0,2020
1508,29,Jamaal Williams,DET,26,RB,13,11,153,601,3,20,3.9,46.2,1,2021
1509,37,Kenyan Drake,MIA,23,rb,16,6,133,644,3,66,4.8,40.3,2,2017
1510,41,Kenyan Drake,MIA,24,rb,16,7,120,535,4,54,4.5,33.4,2,2018
1511,26,Kenyan Drake,2TM,25,,14,10,170,817,8,80,4.8,58.4,2,2019
1512,7,Kenyan Drake,ARI,26,RB,15,13,239,955,10,69,4.0,63.7,3,2020
1513,38,Alvin Kamara,NOR,22,rb,16,3,120,728,8,74,6.1,45.5,1,2017
1514,16,Alvin Kamara,NOR,23,RB,15,13,194,883,14,49,4.6,58.9,1,2018
1515,25,Alvin Kamara,NOR,24,RB,14,9,171,797,5,40,4.7,56.9,4,2019
1516,16,Alvin Kamara,NOR,25,RB,15,10,187,932,16,49,5.0,62.1,1,2020
1517,6,Alvin Kamara,NOR,26,rb,13,10,240,898,4,30,3.7,69.1,0,2021
1518,2,Saquon Barkley,NYG,21,RB,16,16,261,1307,11,78,5.0,81.7,0,2018
1519,18,Saquon Barkley,NYG,22,RB,13,13,217,1003,6,68,4.6,77.2,1,2019
1520,26,Saquon Barkley,NYG,24,RB,13,13,162,593,2,41,3.7,45.6,2,2021
1521,7,Chris Carson,SEA,24,RB,14,14,247,1151,9,61,4.7,82.2,3,2018
1522,5,Chris Carson,SEA,25,RB,15,15,278,1230,7,59,4.4,82.0,7,2019
1523,31,Chris Carson,SEA,26,RB,12,12,141,681,5,29,4.8,56.8,1,2020
1524,9,Peyton Barber,TAM,24,RB,16,16,234,871,5,28,3.7,54.4,1,2018
1525,10,Christian McCaffrey,CAR,22,RB,16,16,219,1098,7,59,5.0,68.6,4,2018
1526,4,Christian McCaffrey,CAR,23,RB,16,16,287,1387,15,84,4.8,86.7,1,2019
1527,11,James Conner,PIT,23,RB,13,12,215,973,12,30,4.5,74.8,4,2018
1528,19,James Conner,PIT,25,RB,13,11,169,721,6,59,4.3,55.5,2,2020
1529,17,James Conner,ARI,26,rb,15,6,202,752,15,35,3.7,50.1,2,2021
1530,14,Sony Michel,NWE,23,RB,13,8,209,931,6,34,4.5,71.6,1,2018
1531,10,Sony Michel,NWE,24,RB,16,14,247,912,7,26,3.7,57.0,2,2019
1532,12,Sony Michel,LAR,26,rb,17,7,208,845,4,39,4.1,49.7,1,2021
1533,15,Marlon Mack,IND,22,RB,12,10,195,908,9,49,4.7,75.7,2,2018
1534,9,Marlon Mack,IND,23,RB,14,12,247,1091,8,63,4.4,77.9,0,2019
1535,17,Nick Chubb,CLE,23,RB,16,9,192,996,8,92,5.2,62.3,0,2018
1536,3,Nick Chubb,CLE,24,RB,16,16,298,1494,8,88,5.0,93.4,3,2019
1537,14,Nick Chubb,CLE,25,RB,12,12,190,1067,12,59,5.6,88.9,1,2020
1538,8,Nick Chubb,CLE,26,RB,14,14,228,1259,8,70,5.5,89.9,2,2021
1539,18,Phillip Lindsay,DEN,24,RB,15,8,192,1037,9,65,5.4,69.1,0,2018
1540,16,Phillip Lindsay,DEN,25,RB,16,16,224,1011,7,40,4.5,63.2,0,2019
1541,41,Phillip Lindsay,DEN,26,rb,11,8,118,502,1,55,4.3,45.6,0,2020
1542,28,Matt Breida,SFO,23,RB,14,13,153,814,3,66,5.3,58.1,1,2018
1543,37,Matt Breida,SFO,24,rb,13,5,123,623,1,83,5.1,47.9,2,2019
1544,34,Gus Edwards,BAL,23,rb,11,6,137,718,2,43,5.2,65.3,0,2018
1545,34,Gus Edwards,BAL,24,,16,1,133,711,2,63,5.3,44.4,2,2019
1546,29,Gus Edwards,BAL,25,rb,16,6,144,723,6,36,5.0,45.2,1,2020
1547,35,Dalvin Cook,MIN,23,RB,11,10,133,615,2,70,4.6,55.9,2,2018
1548,8,Dalvin Cook,MIN,24,RB,14,14,250,1135,13,75,4.5,81.1,4,2019
1549,2,Dalvin Cook,MIN,25,RB,14,14,312,1557,16,70,5.0,111.2,5,2020
1550,5,Dalvin Cook,MIN,26,RB,13,13,249,1159,6,66,4.7,89.2,3,2021
1551,37,Aaron Jones,GNB,24,RB,12,8,133,728,8,67,5.5,60.7,1,2018
1552,15,Aaron Jones,GNB,25,RB,16,16,236,1084,16,56,4.6,67.8,3,2019
1553,10,Aaron Jones,GNB,26,RB,14,14,201,1104,9,77,5.5,78.9,2,2020
1554,24,Aaron Jones,GNB,27,RB,15,15,171,799,4,57,4.7,53.3,2,2021
1555,38,Royce Freeman,DEN,22,rb,14,8,130,521,5,24,4.0,37.2,1,2018
1556,40,Josh Adams,PHI,22,rb,14,5,120,511,3,29,4.3,36.5,1,2018
1557,42,Kerryon Johnson,DET,21,rb,10,7,118,641,3,71,5.4,64.1,1,2018
1558,45,Mike Davis,SEA,25,,15,2,112,514,4,37,4.6,34.3,0,2018
1559,20,Mike Davis,CAR,27,RB,15,12,165,642,6,25,3.9,42.8,1,2020
1560,36,Mike Davis,ATL,28,rb,17,8,138,503,3,18,3.6,29.6,4,2021
1561,47,Austin Ekeler,LAC,23,,14,3,106,554,3,41,5.2,39.6,1,2018
1562,35,Austin Ekeler,LAC,24,rb,16,8,132,557,3,35,4.2,34.8,3,2019
1563,42,Austin Ekeler,LAC,25,RB,10,10,116,530,1,27,4.6,53.0,1,2020
1564,14,Austin Ekeler,LAC,26,RB,16,16,206,911,12,28,4.4,56.9,4,2021
1565,1,Derrick Henry ,TEN,25,RB,15,15,303,1540,16,74,5.1,102.7,5,2019
1566,1,Derrick Henry ,TEN,26,RB,16,16,378,2027,17,94,5.4,126.7,3,2020
1567,13,Josh Jacobs,OAK,21,RB,13,13,242,1150,7,51,4.8,88.5,1,2019
1568,3,Josh Jacobs,LVR,22,RB,15,15,273,1065,12,28,3.9,71.0,2,2020
1569,11,Josh Jacobs,LVR,23,RB,15,14,217,872,9,28,4.0,58.1,2,2021
1570,14,David Montgomery,CHI,22,rb,16,8,242,889,6,55,3.7,55.6,2,2019
1571,4,David Montgomery,CHI,23,RB,15,14,247,1070,8,80,4.3,71.3,1,2020
1572,9,David Montgomery,CHI,24,RB,13,13,225,849,7,41,3.8,65.3,1,2021
1573,22,Miles Sanders,PHI,22,RB,16,11,179,818,3,65,4.6,51.1,2,2019
1574,21,Miles Sanders,PHI,23,RB,12,11,164,867,6,82,5.3,72.3,4,2020
1575,37,Miles Sanders,PHI,24,RB,12,12,137,754,0,38,5.5,62.8,1,2021
1576,24,Ronald Jones II,TAM,22,RB,16,9,172,724,6,49,4.2,45.3,3,2019
1577,13,Ronald Jones II,TAM,23,RB,14,13,192,978,7,98,5.1,69.9,2,2020
1578,30,Devin Singletary,BUF,22,RB,12,8,151,775,2,38,5.1,64.6,4,2019
1579,24,Devin Singletary,BUF,23,RB,16,16,156,687,2,51,4.4,42.9,1,2020
1580,19,Devin Singletary,BUF,24,RB,17,16,188,870,7,46,4.6,51.2,5,2021
1581,33,Raheem Mostert,SFO,27,,16,0,137,772,8,41,5.6,48.3,2,2019
1582,47,Raheem Mostert,SFO,28,RB,8,8,104,521,2,80,5.0,65.1,1,2020
1583,6,James Robinson,JAX,22,RB,14,14,240,1070,7,47,4.5,76.4,3,2020
1584,25,James Robinson,JAX,23,RB,14,13,164,767,8,58,4.7,54.8,4,2021
1585,8,Jonathan Taylor,IND,21,RB,15,13,232,1169,11,62,5.0,77.9,1,2020
1586,1,Jonathan Taylor,IND,22,RB,17,17,332,1811,18,83,5.5,106.5,4,2021
1587,17,Clyde Edwards-Helaire,KAN,21,RB,13,13,181,803,4,31,4.4,61.8,0,2020
1588,46,Clyde Edwards-Helaire,KAN,22,rb,10,10,119,517,4,17,4.3,51.7,2,2021
1589,18,Antonio Gibson,WAS,22,RB,14,10,170,795,11,40,4.7,56.8,1,2020
1590,4,Antonio Gibson,WAS,23,RB,16,14,258,1037,7,27,4.0,64.8,6,2021
1591,25,Wayne Gallman,NYG,26,RB,15,10,147,682,6,60,4.6,45.5,1,2020
1592,28,Cam Akers,LAR,21,,13,5,145,625,2,61,4.3,48.1,1,2020
1593,30,Myles Gaskin,MIA,23,RB,10,7,142,584,3,26,4.1,58.4,2,2020
1594,22,Myles Gaskin,MIA,24,rb,17,10,173,612,3,30,3.5,36.0,2,2021
1595,32,Darrell Henderson,LAR,23,RB,15,11,138,624,5,40,4.5,41.6,0,2020
1596,31,Darrell Henderson,LAR,24,rb,12,10,149,688,5,29,4.6,57.3,0,2021
1597,33,Damien Harris,NWE,23,RB,10,10,137,691,2,41,5.0,69.1,1,2020
1598,18,Damien Harris,NWE,24,RB,15,15,202,929,15,64,4.6,61.9,2,2021
1599,35,J.K. Dobbins,BAL,22,,15,1,134,805,9,72,6.0,53.7,2,2020
1600,37,Jeff Wilson,SFO,25,,12,3,126,600,7,34,4.8,50.0,2,2020
1601,43,D'Andre Swift,DET,21,,13,4,114,521,8,54,4.6,40.1,3,2020
1602,30,D'Andre Swift,DET,22,rb,13,4,151,617,5,57,4.1,47.5,2,2021
1603,2,Najee Harris,PIT,23,RB,17,17,307,1200,7,37,3.9,70.6,0,2021
1604,13,Elijah Mitchell,SFO,23,rb,11,10,207,963,5,39,4.7,87.5,0,2021
1605,16,Javonte Williams,DEN,21,rb,17,1,203,903,4,49,4.4,53.1,2,2021
1606,20,AJ Dillon,GNB,23,rb,17,2,187,803,5,36,4.3,47.2,2,2021
1607,23,Chuba Hubbard,CAR,22,rb,17,10,172,612,5,26,3.6,36.0,1,2021
1608,28,Cordarrelle Patterson,ATL,30,RB,16,13,153,618,6,39,4.0,38.6,2,2021
1609,32,Michael Carter,NYJ,22,RB,14,11,147,639,4,55,4.3,45.6,1,2021
1610,34,Darrel Williams,KAN,26,rb,17,7,144,558,6,21,3.9,32.8,0,2021
1611,39,D'Onta Foreman,TEN,25,rb,9,3,133,566,3,35,4.3,62.9,2,2021
1612,42,Rhamondre Stevenson,NWE,23,rb,12,2,133,606,5,21,4.6,50.5,2,2021
1613,43,Tony Pollard,DAL,24,,15,0,130,719,2,58,5.5,47.9,2,2021
1614,48,Rashaad Penny,SEA,25,rb,10,6,119,749,6,62,6.3,74.9,0,2021
1615,49,Chase Edmonds,ARI,25,RB,12,11,116,592,2,54,5.1,49.3,1,2021
1616,53,D'Ernest Johnson,CLE,25,rb,17,2,100,534,3,30,5.3,31.4,1,2021
